,abstract,pub_date,document_type,news_desk,section_name,type_of_material,keywords
21,"Amid a tech cold war with China, U.S. companies have pledged nearly $200 billion for chip manufacturing projects since early 2020. But the investments are not a silver bullet.",2023-01-01T10:00:16+0000,article,Business,Technology,News,"['FACTORIES AND MANUFACTURING', 'COMPUTER CHIPS', 'COMPUTERS AND THE INTERNET', 'COLLEGES AND UNIVERSITIES', 'UNITED STATES ECONOMY', 'FOREIGN WORKERS', 'INTERNATIONAL RELATIONS', 'INTERNATIONAL TRADE AND WORLD MARKET', 'TAX CREDITS, DEDUCTIONS AND EXEMPTIONS', 'UNITED STATES POLITICS AND GOVERNMENT', 'INTEL CORPORATION', 'SAMSUNG ELECTRONICS CO', 'MICRON TECHNOLOGY INC', 'TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LTD', 'BIDEN, JOSEPH R JR', 'CHINA', 'TAIWAN', 'SYRACUSE (NY)', 'PHOENIX (ARIZ)']"
22,"“Succession” returns, the Spider-Verse spawns a sequel, Kelela hits the road and Michael B. Jordan makes his directing debut with “Creed III.”",2023-01-01T10:00:16+0000,article,Culture,Arts,News,"['TWO THOUSAND TWENTY TWO', 'TWO THOUSAND TWENTY THREE', 'DANCING', 'THEATER', 'COMEDY AND HUMOR', 'TELEVISION', 'MUSIC', 'MOVIES']"
23,The average U.S. household wastes nearly a third of the food it buys. This community is nudging its residents to change their habits.,2023-01-01T10:00:17+0000,article,Dining,Headway,News,"['OHIO', 'FOOD', 'RECYCLING OF WASTE MATERIALS', 'COMPOST', 'GLOBAL WARMING', 'HABITS AND ROUTINES (BEHAVIOR)', 'EDUCATION (K-12)', 'SUSTAINABLE LIVING', 'UNITED STATES', 'UPPER ARLINGTON (OHIO)', 'INTERNAL-OPEN-ACCESS']"
24,"The cost cutting continues at Twitter. The S&P 500 had a bad 2022, and it’s not clear if 2023 will be better. The Labor Department will report jobs numbers for December.",2023-01-01T12:00:07+0000,article,SundayBusiness,Business Day,News,"['AIRLINES AND AIRPLANES', 'UNITED STATES ECONOMY', 'DELAYS (TRANSPORTATION)', 'AIRPORTS', 'SOUTHWEST AIRLINES COMPANY', 'TRANSPORTATION DEPARTMENT (US)']"
25,Develop stronger relationships in 2023.,2023-01-01T12:07:20+0000,article,NYTNow,Briefing,briefing,"['INTERNAL-STORYLINE-NO', 'NEW YEAR', 'TWO THOUSAND TWENTY THREE', 'HARVARD UNIVERSITY']"
26,"A conversation with the five-time Grammy-winning singer who is the subject of a new career-spanning documentary, “Dionne Warwick: Don’t Make Me Over.”",2023-01-01T13:00:07+0000,article,Culture,Movies,News,"['DOCUMENTARY FILMS AND PROGRAMS', 'MUSIC', 'CONTENT TYPE: PERSONAL PROFILE', 'WARWICK, DIONNE', ""DIONNE WARWICK: DON'T MAKE ME OVER (MOVIE)"", 'WOOLEY, DAVE', 'HEILBRONER, DAVID']"
27,"The biographer and subject of the documentary “Turn Every Page” talks about his loyalty to the Giants and the Knicks, Zooming with classmates and falling under the spell of Captain Hornblower.",2023-01-01T14:00:06+0000,article,Arts&Leisure,Movies,News,"['DOCUMENTARY FILMS AND PROGRAMS', 'BOOKS AND LITERATURE', 'WRITING AND WRITERS', 'CONTENT TYPE: PERSONAL PROFILE', 'CARO, ROBERT A', 'GOTTLIEB, ROBERT', 'TURN EVERY PAGE -- THE ADVENTURES OF ROBERT CARO AND ROBERT GOTTLIEB (MOVIE)']"
28,"Christopher P. Lambros, 61, was charged with sexual assault after recording videos of himself assaulting unconscious female patients at a Colorado hospital, officials said.",2023-01-01T14:03:00+0000,article,Express,U.S.,News,"['HOSPITALS', 'SEX CRIMES', 'NURSING AND NURSES', 'VIDEO RECORDINGS, DOWNLOADS AND STREAMING', 'SUITS AND LITIGATION (CIVIL)', 'LAMBROS, CHRISTOPHER P', 'INTERMOUNTAIN HEALTHCARE', 'GRAND JUNCTION (COLO)']"
29,Seasonal greetings from imprisoned opponents offered counterprogramming of a sort to the traditional end-of-year speech from President Vladimir V. Putin of Russia.,2023-01-01T14:04:15+0000,article,Foreign,World,News,"['POLITICAL PRISONERS', 'POLITICS AND GOVERNMENT', 'NEW YEAR', 'INTERNATIONAL RELATIONS', 'RUSSIAN INVASION OF UKRAINE (2022)', 'DEMONSTRATIONS, PROTESTS AND RIOTS', 'SPEECHES AND STATEMENTS', 'GORINOV, ALEKSEI', 'KARA-MURZA, VLADIMIR V', 'NAVALNY, ALEKSEI A', 'PUTIN, VLADIMIR V', 'YASHIN, ILYA', 'RUSSIA']"
30,Readers discuss a guest essay about U.S. institutions that honor former Nazis. Also: Wearing masks; inaccessible historic houses. ,2023-01-01T14:30:08+0000,article,Letters,Opinion,Letter,"['HOLOCAUST AND THE NAZI ERA', 'MASKS', 'HISTORIC BUILDINGS AND SITES', 'CORONAVIRUS (2019-NCOV)', 'ROCKET SCIENCE AND PROPULSION', 'WAR CRIMES, GENOCIDE AND CRIMES AGAINST HUMANITY', 'KRUPP, ALFRIED', 'VON BRAUN, WERNHER']"
31,"An influential educator, he was a strong advocate of creating Jewish settlements in the West Bank, Gaza and East Jerusalem.",2023-01-01T15:02:14+0000,article,Obits,Obituaries,Obituary (Obit),"['POLITICS AND GOVERNMENT', 'JEWS AND JUDAISM', 'DEATHS (OBITUARIES)', 'ZIONISM', 'RABBIS', 'ISRAELI SETTLEMENTS', 'RELIGIOUS ZIONISM (ISRAELI POLITICAL PARTY)', 'ISRAEL', 'DRUCKMAN, HAIM']"
32,Good morning. Welcome to 2023! How’s the noggin?,2023-01-01T16:00:04+0000,article,Dining,Food,Letter,"['COOKING AND COOKBOOKS', 'CONTENT TYPE: SERVICE']"
33,The countries share a volatile disputed border that is not marked on a map.,2023-01-01T16:00:06+0000,article,OpEd,Opinion,Op-Ed,"['DEFENSE AND MILITARY FORCES', 'INDIA', 'CHINA', 'INTERNATIONAL RELATIONS', 'TERRITORIAL DISPUTES', 'WAR AND ARMED CONFLICTS', 'HIMALAYAS']"
34,New Year’s habits that are good for the soul. ,2023-01-01T16:00:08+0000,article,OpEd,Opinion,Op-Ed,"['NEW YEAR', 'WORK-LIFE BALANCE', 'RELIGION AND BELIEF', 'INTERNAL-SUB-ONLY-NL']"
35,"Short people don’t just save resources; as resources become scarcer owing to overpopulation and global warming, they may also be best suited for long-term survival.",2023-01-01T16:00:09+0000,article,OpEd,Opinion,Op-Ed,"['HEIGHT (STATURE)', 'GLOBAL WARMING', 'CHILDREN AND CHILDHOOD', 'HUMAN GROWTH HORMONE', 'DATING AND RELATIONSHIPS', 'INTERNAL-SUB-ONLY']"
36,There are better ways to think about strategy.,2023-01-01T16:00:11+0000,article,OpEd,Opinion,Op-Ed,"['RUSSIAN INVASION OF UKRAINE (2022)', 'PUTIN, VLADIMIR V', 'RUSSIA', 'DEFENSE AND MILITARY FORCES', 'NUCLEAR WEAPONS', 'UNITED STATES INTERNATIONAL RELATIONS']"
37,"Brazil inaugurates its new president, Luiz Inácio Lula da Silva, on Sunday. Facing investigations, former President Jair Bolsonaro has taken refuge in Orlando.",2023-01-01T16:16:35+0000,article,Foreign,World,News,"['DA SILVA, LUIZ INACIO LULA', 'ELECTIONS', 'POLITICS AND GOVERNMENT', 'DEMOCRACY (THEORY AND PHILOSOPHY)', ""WORKERS' PARTY (BRAZIL)"", 'BOLSONARO, JAIR (1955- )', 'MORAES, ALEXANDRE DE (1968- )', 'BRAZIL', 'FLORIDA', 'INAUGURATIONS']"
38,Departing longtime lawmakers perceive little prospect of orderly business in a divided Congress. They’re taking with them decades of experience in the day-to-day work of keeping the government running.,2023-01-01T16:53:53+0000,article,Washington,U.S.,News,"['UNITED STATES POLITICS AND GOVERNMENT', 'HOUSE OF REPRESENTATIVES', 'SENATE', 'DEMOCRATIC PARTY', 'REPUBLICAN PARTY', 'BLUNT, ROY D', 'BURR, RICHARD M', 'LEAHY, PATRICK J', 'SHELBY, RICHARD C', 'KINZINGER, ADAM', 'YARMUTH, JOHN', 'BUSTOS, CHERI']"
39,Worries about the company’s future were momentarily stilled at a festive gala premiere on New Year’s Eve.,2023-01-01T16:54:18+0000,article,Culture,Arts,Review,"['OPERA', 'METROPOLITAN OPERA', 'ARMILIATO, MARCO', 'BECZALA, PIOTR (1966- )', 'GIORDANO, UMBERTO', 'YONCHEVA, SONYA', 'MCVICAR, DAVID', 'FEDORA (OPERA)']"
40,"Mr. Santos, under scrutiny for lies about his background, is set to be sworn into Congress on Tuesday even as records, colleagues and friends divulge more about his past.",2023-01-01T17:15:06+0000,article,Metro,New York,News,"['ETHICS AND OFFICIAL MISCONDUCT', 'HOUSE OF REPRESENTATIVES', 'UNITED STATES POLITICS AND GOVERNMENT', 'REPUBLICAN PARTY', 'SANTOS, GEORGE (1988- )', 'LALOTA, NICHOLAS', 'BRAZIL']"
41,"A gun death on Christmas Eve crystallized the fear and frustration over violence that had been building in Eudora, Ark., a city of 1,700, for months.",2023-01-01T18:32:22+0000,article,National,U.S.,News,"['EUDORA (ARK)', 'CURFEWS', 'MURDERS, ATTEMPTED MURDERS AND HOMICIDES', 'CRIME AND CRIMINALS']"
42,The arrest of a graduate student in the murder of four University of Idaho students eased fears but raised a troubling new question: What was the motive?,2023-01-01T18:45:08+0000,article,National,U.S.,News,"['COLLEGES AND UNIVERSITIES', 'MURDERS, ATTEMPTED MURDERS AND HOMICIDES', 'FORENSIC SCIENCE', 'UNIVERSITY OF IDAHO', 'WASHINGTON STATE UNIVERSITY', 'CHAPIN, ETHAN (D 2022)', 'GONCALVES, KAYLEE (D 2022)', 'KERNODLE, XANA (D 2022)', 'KOHBERGER, BRYAN C', 'MOGEN, MADISON (D 2022)', 'IDAHO', 'MOSCOW (IDAHO)']"
43,"Ten months into the war, Ukraine has turned the tide in ground combat, but its cities are still facing relentless waves of missiles and exploding drones.",2023-01-01T18:52:18+0000,article,Foreign,World,News,"['RUSSIAN INVASION OF UKRAINE (2022)', 'DRONES (PILOTLESS PLANES)', 'DEFENSE AND MILITARY FORCES', 'UKRAINE', 'RUSSIA', 'KYIV (UKRAINE)']"
44,"Climate change is contributing to electric-green algae blooms. Massachusetts wants a cleanup of the antiquated septic systems feeding the mess, but it could cost billions.",2023-01-01T18:53:22+0000,article,Climate,Climate,News,"['CAPE COD (MASS)', 'WATER POLLUTION', 'SEWERS AND SEWAGE', 'ALGAE', 'COASTAL AREAS', 'GLOBAL WARMING']"
45,"Even as the Northern Hemisphere experiences winter’s chill, our planet on Wednesday will be at perihelion, the closest it gets to the sun during its elliptical orbit. Learn more about planetary orbits and the search for life around the galaxy.",2023-01-01T20:43:12+0000,article,Science,Science,News,[]
46,"The year starts with the Quadrantid meteor shower, named after Quadrans Muralis, an archaic constellation that modern astronomers lump in with the constellation known as Boötes. It can be one of the strongest showers of the year, though poor winter weather and a short window for peak viewing often mean that it can fall short of its potential.",2023-01-01T20:43:14+0000,article,Science,Science,News,[]
47,2023 should be a good year for meteor lovers.,2023-01-01T20:43:15+0000,article,Science,Science,News,"['METEORS AND METEORITES', 'CONTENT TYPE: SERVICE', 'SPACE AND ASTRONOMY', 'MOON', 'YOUR-FEED-SCIENCE']"
48,"Gov. Kathy Hochul, the first woman to be sworn in for a full term as New York State governor, appealed for unity.",2023-01-01T21:01:28+0000,article,Metro,New York,News,"['HOCHUL, KATHLEEN C', 'INAUGURATIONS', 'NEW YORK STATE', 'STATE LEGISLATURES', 'WOMEN AND GIRLS', 'POLITICS AND GOVERNMENT', 'GOVERNORS (US)', 'CRIME AND CRIMINALS', 'DEMOCRATIC PARTY']"
49,"Also, North Korea threatens nuclear escalation and Ukraine reinforces its resilience amid a deadly assault.",2023-01-01T21:19:59+0000,article,National,Briefing,briefing,"['RUSSIAN INVASION OF UKRAINE (2022)', 'COMPUTER CHIPS', 'CHINA', 'UNITED STATES', 'NUCLEAR WEAPONS', 'NORTH KOREA']"
50,"A short story writer for four decades, her own tale was a rare Cinderella story in publishing, centering on a septuagenarian and a young editor.",2023-01-01T21:52:40+0000,article,Obits,Obituaries,Obituary (Obit),"['BOOKS AND LITERATURE', 'DEATHS (OBITUARIES)', 'PEARLMAN, EDITH', 'WRITING AND WRITERS', 'BINOCULAR VISION: NEW AND SELECTED STORIES (BOOK)']"
51,"Mr. Green was a founder of the group, an indie band that rose to mainstream success. He was also one of its most enduring members.",2023-01-01T21:56:09+0000,article,Obits,Arts,Obituary (Obit),"['DEATHS (OBITUARIES)', 'MODEST MOUSE', 'POP AND ROCK MUSIC', 'GREEN, JEREMIAH (1977-2022)', 'PORT TOWNSEND (WASH)', 'MUSIC']"
52,"Quarterback problems doomed the Jets and Commanders, while Tampa Bay won the woeful N.F.C. South with a banner day from Mike Evans in a victory over Carolina.",2023-01-01T22:47:42+0000,article,Sports,Sports,News,"['FOOTBALL', 'PLAYOFF GAMES', 'NATIONAL FOOTBALL LEAGUE', 'NEW YORK GIANTS', 'TAMPA BAY BUCCANEERS', 'WASHINGTON COMMANDERS', 'CAROLINA PANTHERS', 'EVANS, MIKE (1993- )', 'HEINICKE, TAYLOR (1993- )', 'RIVERA, RON', 'WENTZ, CARSON (1992- )', 'HUTCHINSON, AIDAN (2000- )', 'DETROIT LIONS', 'KANSAS CITY CHIEFS', 'THIBODEAUX, KAYVON', 'GREEN BAY PACKERS', 'NEW YORK JETS', 'MINNESOTA VIKINGS', 'WHITE, MIKE (1995- )', 'WILSON, ZACH (1999- )', 'KARLAFTIS, GEORGE (2001- )']"
53,Seth Bisen-Hersh’s debut puzzle was meant to be.,2023-01-01T23:00:05+0000,article,Games,Crosswords & Games,News,"['CROSSWORD PUZZLES', 'BISEN-HERSH, SETH (CROSSWORD CONSTRUCTOR)']"
54,"Hundreds of thousands of supporters filled the central esplanade in Brazil’s capital, as President Luiz Inácio Lula da Silva waved to onlookers from his motorcade on the way to his inauguration ceremony.",2023-01-01T23:06:57+0000,multimedia,,World,Video,"['POLITICS AND GOVERNMENT', 'DA SILVA, LUIZ INACIO LULA', 'BRAZIL']"
55,"She was the lead vocalist on all three of the Pointer Sisters’ Top 40 hits in the group’s early years, and she helped define its pop sound in the 1980s.",2023-01-01T23:08:44+0000,article,Obits,Obituaries,Obituary (Obit),"['DEATHS (OBITUARIES)', 'POP AND ROCK MUSIC', 'GRAMMY AWARDS', 'POINTER SISTERS', 'POINTER, ANITA (1948-2022)']"
56,"A weather event known as an atmospheric river dumped snow and rain across the state, causing flooding and landslides and killing one.",2023-01-01T23:49:55+0000,article,National,U.S.,News,"['CALIFORNIA', 'LANDSLIDES AND MUDSLIDES', 'FLOODS']"
57,"Rio Dell was still recovering from a 6.4-magnitude quake that hit on Dec. 20, when it was jolted again on New Year’s Day.",2023-01-02T03:18:51+0000,article,National,U.S.,News,"['EARTHQUAKES', 'CALIFORNIA', 'HUMBOLDT COUNTY (CALIF)']"
58,"Relationships with friends, family, coworkers and even casual acquaintances play a crucial role in your well-being. Find out how robust your social ties are.",2023-01-02T04:00:01+0000,multimedia,Well,Well,Interactive Feature,"['HAPPINESS', 'SOCIAL CONDITIONS AND TRENDS', 'CONTENT TYPE: SERVICE', 'FRIENDSHIP', 'INTERNAL-SUB-ONLY']"
59,"Today, you will identify the areas of your life in which you would like to be more connected.",2023-01-02T04:00:06+0000,article,Well,Well,News,"['CONTENT TYPE: SERVICE', 'DATING AND RELATIONSHIPS', 'LONELINESS', 'THE GOOD LIFE (BOOK)']"
60,"Inside the mind of Juan Tamariz, the godfather of close-up card magic.",2023-01-02T05:00:06+0000,article,Magazine,Magazine,News,"['TAMARIZ, JUAN', 'MAGIC AND MAGICIANS', 'SPAIN', 'CONTENT TYPE: PERSONAL PROFILE', 'INTERNAL-SUB-ONLY']"
61,Lula is now the president of Brazil.,2023-01-02T05:51:53+0000,article,NYTNow,Briefing,briefing,[]
62,Henry Louis Gates Jr.’s genealogy series returns on PBS. And a TV adaptation of an Anne Rice trilogy debuts on AMC.,2023-01-02T06:00:08+0000,article,Culture,Arts,News,"['TELEVISION', 'MOVIES', 'DOCUMENTARY FILMS AND PROGRAMS']"
63,Feeling stuck on today’s puzzle? We can help.,2023-01-02T08:00:03+0000,article,Games,Crosswords & Games,News,['SPELLING BEE (GAME)']
64,Extreme tactics have pushed the climate crisis to the top of the public discourse but also stirred debate over whether the activists are going too far.,2023-01-02T08:00:12+0000,article,Foreign,World,News,"['DEMONSTRATIONS, PROTESTS AND RIOTS', 'GLOBAL WARMING', 'GERMANY', 'LAST GENERATION', 'GREEN PARTY (GERMANY)', 'POLITICS AND GOVERNMENT', 'ROADS AND TRAFFIC']"
65,"While fans around the world grieve Pelé’s death, in Santos, Brazil, where he first made his mark, residents recall a friend and neighbor who never forgot them.",2023-01-02T08:00:16+0000,article,Sports,Sports,News,"['SOCCER', 'FANS (PERSONS)', 'GRIEF (EMOTION)', 'PELE (1940- )', 'SANTOS (BRAZIL)', 'BRAZIL', 'SANTOS FC (SOCCER TEAM)', 'CONTENT TYPE: PERSONAL PROFILE']"
66,"No corrections appeared in print on Monday, Jan. 2, 2023.",2023-01-02T08:03:59+0000,article,Corrections,Corrections,News,[]
67,"Quotation of the Day for Monday, January 2, 2023.",2023-01-02T08:04:27+0000,article,Summary,Corrections,News,[]
68,"An unidentified organism prompted Australia to block the vessel from docking, forcing passengers to skip a series of port stops.",2023-01-02T09:16:42+0000,article,Foreign,World,News,"['ANIMALS', 'WATER', 'TRAVEL AND VACATIONS', 'INVASIVE SPECIES', 'FISH AND OTHER MARINE LIFE', 'CRUISES', 'NEW ZEALAND', 'AUSTRALIA']"
69,"“If I decided I was going to try to clean up everything I’ve ever done, that would make me Sisyphus.”",2023-01-02T10:00:01+0000,multimedia,Magazine,Magazine,Interactive Feature,"['MUSIC', 'POP AND ROCK MUSIC', 'POP, IGGY', 'DRUG ABUSE AND TRAFFIC']"
70,A small group of Republicans has promised to vote against Kevin McCarthy this week. They could throw the House into chaos not seen for a century.,2023-01-02T10:00:08+0000,article,OpEd,Opinion,Op-Ed,"['MCCARTHY, KEVIN (1965- )', 'REPUBLICAN PARTY', 'ELECTIONS, HOUSE OF REPRESENTATIVES', 'HOUSE OF REPRESENTATIVES']"
71,It’s the fear of failure.,2023-01-02T10:00:10+0000,article,OpEd,Opinion,Op-Ed,"['BOOKS AND LITERATURE', 'CAPITALISM (THEORY AND PHILOSOPHY)', 'SURVEILLANCE OF CITIZENS BY GOVERNMENT', 'ROMANIA', 'COMMUNISM (THEORY AND PHILOSOPHY)', 'CIORAN, EM']"
72,"Originally published in 1939, “The Hopkins Manuscript,” by the British writer R.C. Sherriff, inaugurated a genre of post-apocalyptic fiction in which a resourceful hero survives unthinkable cataclysm.",2023-01-02T10:00:12+0000,article,BookReview,Books,Review,"['BOOKS AND LITERATURE', 'SHERRIFF, R C']"
73,A couple found a rental apartment in Manhattan on the first day they searched. But there were weeks of snags and delays before they actually moved in.,2023-01-02T10:00:12+0000,article,RealEstate,Real Estate,News,"['RENTING AND LEASING (REAL ESTATE)', 'REAL ESTATE AND HOUSING (RESIDENTIAL)', 'CONTENT TYPE: PERSONAL PROFILE', 'MUSEUM OF THE CITY OF NEW YORK', 'MANHATTAN (NYC)', 'MIDTOWN AREA (MANHATTAN, NY)', 'NEW YORK CITY']"
74,"Cate Blanchett’s character visits Juilliard to tackle the big questions about art, life and music-world rivalry.",2023-01-02T10:00:13+0000,article,Arts&Leisure,Movies,News,"['CLASSICAL MUSIC', 'MOVIES', 'CANCEL CULTURE', 'CULTURE (ARTS)', 'BLANCHETT, CATE', 'TAR (MOVIE)', 'THORVALDSDOTTIR, ANNA']"
75,"Sara Jane Ho offers practical manners for a new, global world.",2023-01-02T10:00:14+0000,article,Styles,Style,News,"['CUSTOMS, ETIQUETTE AND MANNERS', 'HO, SARA JANE', 'MIND YOUR MANNERS (TV PROGRAM)', 'CONTENT TYPE: PERSONAL PROFILE', 'DATING AND RELATIONSHIPS', 'TELEVISION']"
76,Documenting video game parlors offered a French photographer a way to explore Los Angeles and its surrounding areas.,2023-01-02T10:00:14+0000,article,Travel,Travel,News,"['ARCADES', 'PHOTOGRAPHY', 'COMPUTER AND VIDEO GAMES', 'LOS ANGELES (CALIF)']"
